Collection Handle,Collection Title,Product Handle,Product Title,Archived URL,Timestamp
the-heritage-collection,THE HERITAGE COLLECTION,lamb-nappa-woman-perfecto,Lamb Nappa Woman Perfecto,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_C_42.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_C_18_a74c7a62-1f5f-4928-8bbc-d798f3dd4349.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_C_32.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_C_36.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLG20.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_B_95.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLG_Batch_C_50.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_C_94.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGLast22.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGLast12copyxx.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_B_9.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGLast11.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_B_27.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLG1.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLG14.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_C_43.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_C_19.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_C_33.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_C_37.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLG17.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_B_5.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_B_93.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_B_94.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_C_50.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_C_95.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGLast21.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_B_81.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_B_12.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_B_13.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGLast9.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_B_26.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_B_46.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLG10.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-heritage-collection,THE HERITAGE COLLECTION,JLGBatch_B_59.jpg,,https://joesventure.com/collections/the-heritage-collection,20231201073837
the-v-signature-collection,THE V SIGNATURE COLLECTION,the-fanny-pack,The Fanny Pack,https://joesventure.com/collections/the-v-signature-collection,20231201073603
the-v-signature-collection,THE V SIGNATURE COLLECTION,barrel-bag,Barrel Bag,https://joesventure.com/collections/the-v-signature-collection,20231201073603
the-v-signature-collection,THE V SIGNATURE COLLECTION,lite-pro,Lite Pro,https://joesventure.com/collections/the-v-signature-collection,20231201073603
the-v-signature-collection,THE V SIGNATURE COLLECTION,the-business-lite,The Business Lite,https://joesventure.com/collections/the-v-signature-collection,20231201073603
the-v-signature-collection,THE V SIGNATURE COLLECTION,the-duffle-lite,The duffle lite,https://joesventure.com/collections/the-v-signature-collection,20231201073603
the-v-signature-collection,THE V SIGNATURE COLLECTION,the-business-duffle,The Business Duffle,https://joesventure.com/collections/the-v-signature-collection,20231201073603
the-v-signature-collection,THE V SIGNATURE COLLECTION,pro-tote,Pro Tote,https://joesventure.com/collections/the-v-signature-collection,20231201073603
the-v-signature-collection,THE V SIGNATURE COLLECTION,lamb-nappa-woman-perfecto,Lamb Nappa Woman Perfecto,https://joesventure.com/collections/the-v-signature-collection,20231201073603
wallets,Wallets,the-jlg-bifold-wallet,The JLG Bifold Wallet,https://joesventure.com/collections/wallets,20230322190227
wallets,Wallets,the-jlg-v2-wallet,The JLG V2 Wallet,https://joesventure.com/collections/wallets,20230322190227
wallets,Wallets,the-jlg-cardholder,The JLG Cardholder,https://joesventure.com/collections/wallets,20230322190227
wallets,Wallets,the-jlg-moneyclip,The JLG MoneyClip,https://joesventure.com/collections/wallets,20230322190227
wallets,Wallets,clipper-fold-wallet,The JLG Clipper Fold Wallet,https://joesventure.com/collections/wallets,20230322190227
wallets,Wallets,the-jlg-trifold-wallet,The JLG Trifold Wallet,https://joesventure.com/collections/wallets,20230322190227
wallets,Wallets,the-jlg-zipgo,The JLG Zipgo,https://joesventure.com/collections/wallets,20230322190227
wallets,Wallets,the-jlg-bifold-rever,The JLG Bifold Rever,https://joesventure.com/collections/wallets,20230322190227
wallets,Wallets,lamb-nappa-woman-perfecto,Lamb Nappa Woman Perfecto,https://joesventure.com/collections/wallets,20230322190227
wallets,Wallets,JLG17.jpg,,https://joesventure.com/collections/wallets,20230322190227
wallets,Wallets,JLGBatch_B_22.jpg,,https://joesventure.com/collections/wallets,20230322190227
wallets,Wallets,JLGBatch_B_26.jpg,,https://joesventure.com/collections/wallets,20230322190227
wallets,Wallets,JLGBatch_B_33.jpg,,https://joesventure.com/collections/wallets,20230322190227
wallets,Wallets,JLGBatch_B_12.jpg,,https://joesventure.com/collections/wallets,20230322190227
wallets,Wallets,JLG1.jpg,,https://joesventure.com/collections/wallets,20230322190227
wallets,Wallets,JLGBatch_B_41.jpg,,https://joesventure.com/collections/wallets,20230322190227
wallets,Wallets,JLG14.jpg,,https://joesventure.com/collections/wallets,20230322190227
waxed-canvas,Waxed Canvas,the-fanny-pack,The Fanny Pack,https://joesventure.com/collections/waxed-canvas,20231201065833
waxed-canvas,Waxed Canvas,barrel-bag,Barrel Bag,https://joesventure.com/collections/waxed-canvas,20231201065833
waxed-canvas,Waxed Canvas,lite-pro,Lite Pro,https://joesventure.com/collections/waxed-canvas,20231201065833
waxed-canvas,Waxed Canvas,the-business-lite,The Business Lite,https://joesventure.com/collections/waxed-canvas,20231201065833
waxed-canvas,Waxed Canvas,the-duffle-lite,The duffle lite,https://joesventure.com/collections/waxed-canvas,20231201065833
waxed-canvas,Waxed Canvas,the-business-duffle,The Business Duffle,https://joesventure.com/collections/waxed-canvas,20231201065833
waxed-canvas,Waxed Canvas,pro-tote,Pro Tote,https://joesventure.com/collections/waxed-canvas,20231201065833
waxed-canvas,Waxed Canvas,lamb-nappa-woman-perfecto,Lamb Nappa Woman Perfecto,https://joesventure.com/collections/waxed-canvas,20231201065833
womens-jackets,Jackets,bundle-c,Gift Bundle C,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,traveler-essentials-bundle,Traveler Essentials Bundle,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,business-essentials-bundle,Business Essentials Bundle,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,buck-brown-pull-up-buttoned-perfecto-size-52,Buck Brown Pull up Buttoned Perfecto Size 52,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,purple-pull-up-no-52-jacket-size-52,Purple Pull up no.52 Jacket  Size 52,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,black-lamb-nappa-denim-cut,Black Lamb Nappa Denim Cut Size 54,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,oiled-forest-green-cow-classic,Oiled Forest Green Cow Classic Size 52,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,light-brown-nappa-denim-cut,Light Brown Nappa Denim Cut Size 48,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,brown-cow-nubuck-perfecto,Brown Cow Nubuck Perfecto,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,burgundy-nappa-cafe-racer,Burgundy Nappa Café Racer,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,cracked-cow-classic-202,Cracked Cow Classic 202,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,burgundy-nappa-suit-like-jacket,Burgundy Nappa Suit Like Jacket,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,cropped-bustier-34-b,Cropped Bustier 34-B,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,waxed-nubuck-buffalo-denim-cut,Waxed Nubuck Buffalo Denim Cut,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,red-leather-crop-jacket,Red Leather Crop Jacket,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,toxik-x-joes-graffity-painted-nappa-perfecto,TOXIK X JOES Graffiti Painted Nappa Perfecto,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,dark-blue-suede-denim-cut,Dark Blue Suede Denim-Cut,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,buffed-varnish-cow-suit-jacket,Buffed Varnish Cow Suit Jacket,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,cropped-cafe-racer-oil-tanned-baby-buffalo,Cropped Cafe Racer Oil-Tanned Baby Buffalo,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,waxed-cow-wrangler,Waxed Cow Wrangler,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,puffed-nappa,Puffed Nappa,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,cow-nubuck-buttoned-jacket,Cow Nubuck Buttoned Jacket Size 52,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,black-leather-perfecto-with-belt,Black Varnish Leather Perfecto With Belt,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,green-nappa-perfecto-1,Green Nappa Perfecto,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,burgundy-nappa-aviator,Burgundy Nappa Aviator,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,black-lamb-leather-coat,Black Lamb Leather Coat,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,brown-suede-equestrian-vest,Brown Suede Equestrian vest,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,buck-brown-lamb-nappa-pilot-size-48,Buck Brown Lamb Nappa Pilot Size 48,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,buck-brown-lamb-nappa-ranger-size-48,Buck Brown Lamb Nappa Ranger Size 48,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,buck-brown-lamb-nappa-cafe-racer-size-54,Buck Brown Lamb Nappa Cafe Racer Size 54,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,buck-brown-lamb-nappa-aviator,Buck Brown Lamb Nappa Aviator Size 50,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,burgundy-lamb-nappa-pilot-size-46,Burgundy Lamb Nappa Pilot Size 46,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,burgundy-lamb-nappa-perfecto-size-46,Burgundy Lamb Nappa Perfecto Size 46,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,green-lamb-nappa-aviator,Green Lamb Nappa Aviator Size 54,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,black-vernis-perfecto,Black Vernis Cow Skin Perfecto Size 42,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,black-lamb-nappa-perfecto,Black Lamb Nappa Perfecto Size 40,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,black-lamb-aappa-apero,Black Lamb Nappa Apéro Size 42,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,burnt-brown-waxed-baby-buffalo-aviator,Burnt Brown Waxed Baby Buffalo Aviator Size 56,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,stone-washed-brown-lamb-nappa-perfecto,Stone Washed Brown Lamb Nappa Perfecto Size 54,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,black-lamb-nappa-lapel,Black Lamb Nappa Lapel Size 46,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,lamb-nappa-cropped-denim-cut-petroleum-grey,Petroleum Grey Lamb Nappa Cropped Denim Cut Size 42,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,lamb-nappa-green-cafe-racer,Lamb Nappa Green Cafe Racer Size 48,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,lamb-nappa-pe,Lamb Nappa Petroleum Pilot Size 54,https://joesventure.com/collections/womens-jackets,20250321094856
womens-jackets,Jackets,toxik-x-joes-venture-star-jacket,"Toxik x Joe's Venture ""STAR"" jacket Size 42",https://joesventure.com/collections/womens-jackets,20250321094856
