Handle,Title,Image Src,Image Position,Image Alt Text,Source CSV Row Type
shades-cover,Shades cover,https://joesventure.com/cdn/shop/files/SNY09115.jpg?v=1716720827&width=1024,1,Shades cover,product_or_image_row
shades-cover,,https://joesventure.com/cdn/shop/files/SNY09115.jpg?v=1716720827,2,Shades cover,image_only_row
shades-cover,,https://joesventure.com/cdn/shop/files/SNY09120.jpg?v=1716720827,3,Shades cover,image_only_row
shades-cover,,https://joesventure.com/cdn/shop/files/SNY09119.jpg?v=1716720827,4,Shades cover,image_only_row
stone-washed-brown-lamb-nappa-lapel,Stone Washed Brown Lamb Nappa Lapel size 48,https://joesventure.com/cdn/shop/files/Untitled-216.jpg?v=1720446438&width=1024,1,Stone Washed Brown Lamb Nappa Lapel size 48,product_or_image_row
stone-washed-brown-lamb-nappa-perfecto,Stone Washed Brown Lamb Nappa Perfecto Size 54,https://joesventure.com/cdn/shop/files/Untitled-27.jpg?v=1720444657&width=1024,1,Stone Washed Brown Lamb Nappa Perfecto Size 54,product_or_image_row
the-a5-analog,The A5 Analog,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGLast22.jpg?v=1655913006&width=1024,1,The A5 Analog,product_or_image_row
the-business-duffle,The Business Duffle,https://joesventure.com/cdn/shop/files/IMG_7220W.jpg?v=1685806007&width=1024,1,The Business Duffle,product_or_image_row
the-business-duffle,,https://joesventure.com/cdn/shop/files/IMG_7220W.jpg?v=1685806007,2,The Business Duffle,image_only_row
the-business-duffle,,https://joesventure.com/cdn/shop/files/IMG_7222W.jpg?v=1686044218,3,The Business Duffle,image_only_row
the-business-lite,The Business Lite,https://joesventure.com/cdn/shop/files/IMG_7320W.jpg?v=1685808820&width=1024,1,The Business Lite,product_or_image_row
the-business-lite,,https://joesventure.com/cdn/shop/files/IMG_7320W.jpg?v=1685808820,2,The Business Lite,image_only_row
the-business-lite,,https://joesventure.com/cdn/shop/files/IMG_7313W.jpg?v=1685808819,3,The Business Lite,image_only_row
the-coquin,The Coquina,https://joesventure.com/cdn/shop/files/1720014965199.jpg?v=1720431867&width=1024,1,The Coquina,product_or_image_row
the-coquin,,https://joesventure.com/cdn/shop/files/1720014965199.jpg?v=1720431867,2,The Coquina,image_only_row
the-coquin,,https://joesventure.com/cdn/shop/files/1720014965345.jpg?v=1720431867,3,The Coquina,image_only_row
the-coquin,,https://joesventure.com/cdn/shop/files/1720014965302.jpg?v=1720431867,4,The Coquina,image_only_row
the-coquin,,https://joesventure.com/cdn/shop/files/1720014965556.jpg?v=1720431867,5,The Coquina,image_only_row
the-coral,The Coral,https://joesventure.com/cdn/shop/files/1720014965026.jpg?v=1720431434&width=1920,1,The Coral,product_or_image_row
the-coral,,https://joesventure.com/cdn/shop/files/1720014965251.jpg?v=1720431434&width=1920,2,The Coral,image_only_row
the-coral,,https://joesventure.com/cdn/shop/files/1720014965321.jpg?v=1720431434&width=1920,3,The Coral,image_only_row
the-coral,,https://joesventure.com/cdn/shop/files/1720014965626.jpg?v=1720431434&width=1920,4,The Coral,image_only_row
the-coral,,https://joesventure.com/cdn/shop/files/1720014965026.jpg?v=1720431434,5,The Coral,image_only_row
the-coral,,https://joesventure.com/cdn/shop/files/1720014965251.jpg?v=1720431434,6,The Coral,image_only_row
the-coral,,https://joesventure.com/cdn/shop/files/1720014965321.jpg?v=1720431434,7,The Coral,image_only_row
the-coral,,https://joesventure.com/cdn/shop/files/1720014965626.jpg?v=1720431434,8,The Coral,image_only_row
the-duffle-lite,The duffle lite,https://joesventure.com/cdn/shop/files/IMG_7391W.jpg?v=1685878141&width=1024,1,The duffle lite,product_or_image_row
the-duffle-lite,,https://joesventure.com/cdn/shop/files/IMG_7391W.jpg?v=1685878141,2,The duffle lite,image_only_row
the-duffle-lite,,https://joesventure.com/cdn/shop/files/IMG_7389W.jpg?v=1685878142,3,The duffle lite,image_only_row
the-explorer-bag,The Explorer Bag,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGBatch_C_27.jpg?v=1653830130&width=1024,1,The Explorer Bag,product_or_image_row
the-fanny-pack,The Fanny Pack,https://joesventure.com/cdn/shop/files/IMG_7400.jpg?v=1685877886&width=1024,1,The Fanny Pack,product_or_image_row
the-fanny-pack,,https://joesventure.com/cdn/shop/files/IMG_7400.jpg?v=1685877886,2,The Fanny Pack,image_only_row
the-fanny-pack,,https://joesventure.com/cdn/shop/files/IMG_7401W.jpg?v=1685877902,3,The Fanny Pack,image_only_row
the-himalaya-duffle-bag,The Himalaya Duffle Bag,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLG_Batch_C_50.jpg?v=1653828706&width=1024,1,The Himalaya Duffle Bag,product_or_image_row
the-jlg-a6-analog,The JLG A6 Analog,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGLast12copyxx.jpg?v=1655913126&width=1024,1,The JLG A6 Analog,product_or_image_row
the-jlg-bifold-rever,The JLG Bifold Rever,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLG14.jpg?v=1653831620&width=1024,1,The JLG Bifold Rever,product_or_image_row
the-jlg-bifold-wallet,The JLG Bifold Wallet,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLG17.jpg?v=1655914330&width=1024,1,The JLG Bifold Wallet,product_or_image_row
the-jlg-brass-leather-belt,The JLG  Brass Leather Belt,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGBatch_B_88.jpg?v=1653836752&width=1024,1,The JLG  Brass Leather Belt,product_or_image_row
the-jlg-cardholder,The JLG Cardholder,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGBatch_B_26.jpg?v=1653832061&width=1024,1,The JLG Cardholder,product_or_image_row
the-jlg-city-bag,City Bag,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGBatch_C_94.jpg?v=1653828217&width=1024,1,City Bag,product_or_image_row
the-jlg-moneyclip,The JLG MoneyClip,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGBatch_B_33.jpg?v=1653832814&width=1024,1,The JLG MoneyClip,product_or_image_row
the-jlg-trifold-wallet,The JLG Trifold Wallet,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLG1.jpg?v=1653833058&width=1024,1,The JLG Trifold Wallet,product_or_image_row
the-jlg-v2-wallet,The JLG V2 Wallet,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGBatch_B_22.jpg?v=1653833296&width=1024,1,The JLG V2 Wallet,product_or_image_row
the-jlg-zipgo,The JLG Zipgo,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGBatch_B_41.jpg?v=1653833631&width=1024,1,The JLG Zipgo,product_or_image_row
the-paratrooper-bag,The Paratrooper bag,https://joesventure.com/cdn/shop/files/SNY06178.jpg?v=1709643548&width=1024,1,The Paratrooper bag,product_or_image_row
the-paratrooper-bag,,https://joesventure.com/cdn/shop/files/SNY06230.jpg?v=1709643543,2,The Paratrooper bag,image_only_row
the-paratrooper-bag,,https://joesventure.com/cdn/shop/files/SNY06178.jpg?v=1709643548,3,The Paratrooper bag,image_only_row
the-paros-convertible,The Paros convertible,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGBatch_C_18_a74c7a62-1f5f-4928-8bbc-d798f3dd4349.jpg?v=1654170838&width=1024,1,The Paros convertible,product_or_image_row
the-sandy,The Sandy,https://joesventure.com/cdn/shop/files/1720014965033.jpg?v=1720432453&width=1024,1,The Sandy,product_or_image_row
the-sandy,,https://joesventure.com/cdn/shop/files/1720014965296.jpg?v=1720432453,2,The Sandy,image_only_row
the-sandy,,https://joesventure.com/cdn/shop/files/1720014965655.jpg?v=1720432453,3,The Sandy,image_only_row
the-sandy,,https://joesventure.com/cdn/shop/files/1720014965033.jpg?v=1720432453,4,The Sandy,image_only_row
the-sandy,,https://joesventure.com/cdn/shop/files/1720014965600.jpg?v=1720432453,5,The Sandy,image_only_row
the-shoreline,The Shoreline,https://joesventure.com/cdn/shop/files/1720014965636.jpg?v=1720432674&width=1024,1,The Shoreline,product_or_image_row
the-shoreline,,https://joesventure.com/cdn/shop/files/1720014965192.jpg?v=1720432674,2,The Shoreline,image_only_row
the-shoreline,,https://joesventure.com/cdn/shop/files/1720014965276.jpg?v=1720432675,3,The Shoreline,image_only_row
the-shoreline,,https://joesventure.com/cdn/shop/files/1720014965636.jpg?v=1720432674,4,The Shoreline,image_only_row
the-vancouver-messenger-bag,The Vancouver Messenger Bag,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGBatch_C_32.jpg?v=1653829448&width=1024,1,The Vancouver Messenger Bag,product_or_image_row
tobacco-pouch,Tobacco Pouch,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/JLGBatch_B_72.jpg?v=1653774545&width=1024,1,Tobacco Pouch,product_or_image_row
toxik-x-joes-graffity-painted-nappa-perfecto,TOXIK X JOES Graffiti Painted Nappa Perfecto,https://joesventure.com/cdn/shop/files/Untitled-71_4918bcdc-8a1b-472e-abe4-53f460accfc9.png?v=1738686332&width=1920,1,TOXIK X JOES Graffiti Painted Nappa Perfecto,product_or_image_row
toxik-x-joes-venture-star-jacket,"Toxik x Joe's Venture ""STAR"" jacket Size 42",https://joesventure.com/cdn/shop/files/Untitled-242.jpg?v=1720527488&width=1920,1,"Toxik x Joe's Venture ""STAR"" jacket Size 42",product_or_image_row
traveler-essentials-bundle,Traveler Essentials Bundle,https://joesventure.com/cdn/shop/files/BundleD2.png?v=1734625279&width=1920,1,Traveler Essentials Bundle,product_or_image_row
traveler-essentials-bundle,,https://joesventure.com/cdn/shop/files/BundleD3_43dd64e4-88aa-4fa3-8a52-ca219ded2a55.png?v=1734626807&width=1920,2,Traveler Essentials Bundle,image_only_row
traveler-essentials-bundle,,https://joesventure.com/cdn/shop/files/BundleD_4aa6f5ec-451b-4569-a82a-d422fd545cb3.png?v=1734626807&width=1920,3,Traveler Essentials Bundle,image_only_row
travellers-folio,Handcrafted Leather Travelers Notebook Pro Journal,https://joesventure.com/cdn/shop/files/Untitled-48_0b12535e-8295-4803-894b-057a455157eb.png?v=1738708418&width=1920,1,Handcrafted Leather Travelers Notebook Pro Journal,product_or_image_row
travellers-folio,,https://joesventure.com/cdn/shop/files/Untitled-46_042e7643-7eb9-45fd-9b80-fff7a436f398.png?v=1738766402&width=1920,2,Handcrafted Leather Travelers Notebook Pro Journal,image_only_row
travellers-folio,,https://joesventure.com/cdn/shop/files/Untitled-44_3e5b74a9-9376-46b6-8821-358b82b261aa.png?v=1738766402&width=1920,3,Handcrafted Leather Travelers Notebook Pro Journal,image_only_row
two-tone-buck-brown-suede-brown-vernis-denim-cut-size-52,Two Tone Buck Brown Suede/ Brown vernis Denim Cut Size 52,https://joesventure.com/cdn/shop/files/021.jpg?v=1720801105&width=1024,1,Two Tone Buck Brown Suede/ Brown vernis Denim Cut Size 52,product_or_image_row
untitled-15may_14-10,Canvas pouch,https://joesventure.com/cdn/shop/files/SNY09106.jpg?v=1716721317&width=1024,1,Canvas pouch,product_or_image_row
untitled-15may_14-10,,https://joesventure.com/cdn/shop/files/SNY09082.jpg?v=1716721317,2,Canvas pouch,image_only_row
untitled-15may_14-10,,https://joesventure.com/cdn/shop/files/SNY09106.jpg?v=1716721317,3,Canvas pouch,image_only_row
vertical-cardholder,No.3 Leather Vintage Cardholder,https://joesventure.com/cdn/shop/files/SNY06467.jpg?v=1723636595&width=1920,1,No.3 Leather Vintage Cardholder,product_or_image_row
vertical-cardholder,,https://joesventure.com/cdn/shop/files/SNY06467.jpg?v=1723636595,2,No.3 Leather Vintage Cardholder,image_only_row
waxed-baby-buffalo-aviator-jacket,Waxed Baby Buffalo Aviator Jacket,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/IMG_4853x_24d9967a-4b3a-4d3f-93fc-ff8431dcae49.jpg?v=1666185389&width=1024,1,Waxed Baby Buffalo Aviator Jacket,product_or_image_row
waxed-cow-wrangler,Waxed Cow Wrangler,https://joesventure.com/cdn/shop/files/WAXEDCOWWRANGLERJACKET_9e2b5451-f3ff-4481-8710-d2222e2915b3.png?v=1738679087&width=1920,1,Waxed Cow Wrangler,product_or_image_row
waxed-natural-cowhide-man-perfecto,Waxed Natural baby buffalo Leather  - Man Perfecto,https://cdn.shopify.com/s/files/1/0622/5890/5258/products/IMG_4401.jpg?v=1665560290&width=1024,1,Waxed Natural baby buffalo Leather  - Man Perfecto,product_or_image_row
waxed-nubuck-buffalo-denim-cut,Waxed Nubuck Buffalo Denim Cut,https://joesventure.com/cdn/shop/files/WAXEDNUBUCKBUFFALODENIMCUTJACKET_a29f1db9-f245-4f95-99be-a07beead90e6.png?v=1738686685&width=1920,1,Waxed Nubuck Buffalo Denim Cut,product_or_image_row
